"","match_id_18char","match_length","net_sentiment","positive","negative","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"2581","a1v2J000003uxG6QAI",1.3,95,114,19,24,59,16,22,76,18,37,89
"2582","a1v2J000003uxHEQAY",13.8,621,644,23,35,479,8,43,431,15,114,347
"2583","a1v2J000003uxK8QAI",10,895,982,87,71,817,21,75,489,80,191,563
"2584","a1v2J000003uxKXQAY",20.7,1054,1121,67,45,1082,2,53,1004,78,704,846
"2585","a1v2J000003uyJEQAY",30.1,1929,2014,85,53,1674,21,77,1398,21,821,1435
"2586","a1v2J000003uyp4QAA",24.1,1431,1470,39,42,1224,3,17,975,25,320,918
"2587","a1v2J000003v06hQAA",30.1,3523,3692,169,363,3386,96,378,3174,132,2284,2781
"2588","a1v2J000003v1fqQAA",9.7,1560,1884,324,395,1322,221,424,1067,392,310,1072
"2589","a1v2J000003v1k7QAA",4.3,242,275,33,10,185,17,9,182,21,105,167
"2590","a1v2J000003vJj1QAE",29.7,1418,1509,91,176,1302,49,221,1252,73,516,836
"2591","a1v2J000003vJjfQAE",5.7,829,962,133,128,742,44,162,620,94,237,550
"2592","a1v2J000003vJkJQAU",29.5,6482,6747,265,1246,5828,37,1450,4503,137,1227,4473
"2593","a1v2J000003vKIZQA2",25.8,2872,3202,330,411,2848,120,560,2440,240,1114,2366
"2594","a1v2J000003vKIyQAM",29.5,8359,8525,166,1202,6060,33,1357,6572,61,1637,4021
"2595","a1v2J000003vLfbQAE",10.4,1463,1614,151,250,1454,106,317,1031,100,307,927
"2596","a1v2J000003vLfgQAE",10.1,528,532,4,6,292,0,14,260,2,11,302
"2597","a1v2J000003zZKcQAM",24.8,162,207,45,33,84,5,15,65,23,19,201
"2598","a1v2J000003zZLVQA2",29.7,6785,6903,118,661,4393,38,977,3881,78,1514,3301
"2599","a1v2J000003zZLaQAM",26.9,3757,4207,450,805,4767,203,405,2896,203,1046,2582
"2600","a1v2J000003zZMxQAM",15.4,829,912,83,26,875,68,26,867,74,747,814
"2601","a1v2J0000040QgUQAU",6.3,216,235,19,12,165,0,1,171,33,59,139
"2602","a1v2J0000040QgoQAE",16.3,7041,7190,149,756,4908,163,846,4010,250,1573,4302
"2603","a1v2J0000041KHZQA2",29.2,10289,10671,382,1441,7961,179,1603,6254,394,1839,6360
"2604","a1v2J0000041KHyQAM",29.3,2386,2727,341,339,2800,101,349,1841,197,652,1636
"2605","a1v2J0000041cjGQAQ",28.5,1402,1706,304,284,1693,210,223,1303,244,566,1254
"2606","a1v2J0000042dR1QAI",16.9,483,580,97,104,584,34,147,268,87,126,546
"2607","a1v2J00000437i0QAA",28.7,1401,1521,120,323,1064,49,442,1145,98,342,992
"2608","a1v2J0000043FXPQA2",28.7,4134,4201,67,625,2896,4,751,3422,127,1384,2431
"2609","a1v2J0000043FY8QAM",6.4,463,639,176,205,517,104,219,416,150,257,362
"2610","a1v2J0000043FYIQA2",25.2,4774,4824,50,648,3510,17,687,2502,67,809,2978
"2611","a1v2J0000043FYXQA2",27.8,1534,1677,143,200,1369,57,164,1248,109,391,1161
"2612","a1v2J0000043FfTQAU",3.8,106,140,34,30,42,0,28,103,8,8,128
"2613","a1v2J0000043FgvQAE",12.4,385,422,37,44,337,7,45,305,22,167,293
"2614","a1v2J0000043NN8QAM",27.7,1215,1328,113,139,1098,35,149,960,33,501,971
"2615","a1v2J0000043O0oQAE",28.8,770,900,130,136,1060,72,103,508,75,87,546
"2616","a1v2J0000043WkLQAU",14.5,60,75,15,6,75,0,4,48,20,5,40
"2617","a1v2J0000043Wo8QAE",24.1,957,1307,350,535,755,39,291,638,71,347,605
"2618","a1v2J0000043g1UQAQ",4.8,100,137,37,29,237,11,53,64,36,53,86
"2619","a1v2J0000044AiSQAU",12.4,768,903,135,129,842,96,126,649,359,470,413
"2620","a1v2J0000044jtmQAA",14.3,375,392,17,0,424,0,11,297,4,203,394
"2621","a1v2J000004823AQAQ",26.9,1953,2251,298,470,1523,12,265,1314,65,399,994
"2622","a1v2J00000482FVQAY",28,1622,1665,43,151,1076,10,118,958,21,327,1298
"2623","a1v2J00000482FaQAI",24.4,2136,2416,280,256,2225,33,76,1604,40,303,1927
"2624","a1v2J0000048AHgQAM",28.1,522,632,110,93,425,10,44,354,79,17,280
"2625","a1v2J0000048AR2QAM",6.9,231,243,12,13,151,3,15,119,3,10,125
"2626","a1v2J0000048AUBQA2",27.6,1046,1129,83,143,892,43,138,700,64,272,691
"2627","a1v2J0000048IFqQAM",26.5,4967,5045,78,644,4778,15,744,3348,89,841,3157
"2628","a1v2J0000048IQKQA2",27.6,4001,4091,90,93,3429,13,127,2816,58,187,1550
"2629","a1v2J0000048QnhQAE",19,1549,1748,199,330,1280,74,315,1037,174,322,934
"2630","a1v2J0000048RDzQAM",1.9,0,5,5,0,1,3,0,0,8,0,5
"2631","a1v2J0000048RFqQAM",3.7,253,261,8,8,188,0,9,124,14,11,188
"2632","a1v2J00000495i0QAA",5,388,400,12,16,414,5,210,140,10,104,395
"2633","a1v2J00000495xBQAQ",9.8,64,120,56,47,50,0,8,60,9,8,73
"2634","a1v2J00000495ynQAA",9.8,73,125,52,16,132,15,48,82,40,52,121
"2635","a1v2J00000495z2QAA",9.6,90,106,16,11,83,5,12,62,17,5,51
"2636","a1v2J0000049jL8QAI",10.4,79,138,59,50,92,0,0,74,44,6,82
"2637","a1v2J0000049ztRQAQ",27.2,6747,6974,227,1221,5890,182,1390,5138,279,2181,3813
"2638","a1v2J000004AljwQAC",9.7,235,248,13,6,87,1,6,62,11,9,133
"2639","a1v2J000004BAy2QAG",5.1,1203,1270,67,95,862,37,112,704,87,350,862
"2640","a1v2J000004BAzjQAG",27.2,2798,3106,308,297,3154,79,413,1960,155,721,1497
"2641","a1v2J000004BB0SQAW",19,205,267,62,31,217,27,25,216,51,127,288
"2642","a1v2J000004BXahQAG",27.2,1674,1804,130,125,1628,20,61,981,40,215,1046
"2643","a1v2J000004BgI4QAK",26.6,3366,3643,277,681,2795,107,752,2852,239,995,2442
"2644","a1v2J000004Bok3QAC",26.3,812,841,29,59,672,0,119,455,15,183,553
"2645","a1v2J000004C85pQAC",17.1,1251,1343,92,147,1140,45,215,817,52,205,1031
"2646","a1v2J000004C8eEQAS",18.6,133,202,69,59,205,5,30,114,53,33,140
"2647","a1v2J000004CJmTQAW",26.6,6261,6644,383,1025,7097,149,1133,5585,365,1420,2769
"2648","a1v2J000004CSjPQAW",21,798,935,137,108,700,27,85,307,24,112,959
"2649","a1v2J000004CSnsQAG",17.6,1006,1122,116,234,1086,11,241,660,106,423,772
"2650","a1v2J000004Cq9YQAS",26.7,2689,2895,206,223,3035,123,264,2386,264,1110,1893
"2651","a1v2J000004CqACQA0",13.1,1996,2104,108,59,1039,3,74,1581,35,289,1704
"2652","a1v2J000004CqAMQA0",14.1,508,545,37,43,370,75,63,304,2,100,322
"2653","a1v2J000004CqAlQAK",25.4,4818,5248,430,433,3735,110,892,3542,154,410,3892
"2654","a1v2J000004CqPCQA0",25.2,2383,2494,111,348,1913,17,403,1498,96,413,1405
"2655","a1v2J000004D6jkQAC",9.9,73,104,31,13,63,5,18,54,14,11,96
"2656","a1v2J000004DNLzQAO",3.5,33,35,2,0,4,3,1,6,2,3,32
"2657","a1v2J000004DjbGQAS",9.2,93,109,16,22,91,16,27,77,18,29,98
"2658","a1v2J000004DqzjQAC",26.3,827,1101,274,271,1467,92,109,948,112,179,906
"2659","a1v2J000004E6HXQA0",21.6,1237,1303,66,66,833,0,94,836,36,135,916
"2660","a1v2J000004E6NaQAK",25.2,333,391,58,2,370,4,20,286,32,120,241
"2661","a1v2J000004E6NpQAK",25.7,6511,6884,373,1436,6145,66,1705,4456,192,1525,4247
"2662","a1v2J000004E6NvQAK",3.9,106,119,13,8,61,0,25,41,12,26,101
"2663","a1v2J000004EEq6QAG",26,2245,2710,465,578,2137,213,483,1737,244,707,1760
"2664","a1v2J000004Ea3iQAC",25.6,3290,3440,150,569,2947,41,614,2559,71,894,1523
"2665","a1v2J000004Ea4vQAC",4.4,509,550,41,53,574,20,53,324,26,139,266
"2666","a1v2J000004EiBBQA0",7.3,76,142,66,50,80,4,54,47,26,28,152
"2667","a1v2J000004G201QAC",19.1,1862,2158,296,436,1875,198,499,1311,234,497,1241
"2668","a1v2J000004G202QAC",11.3,83,117,34,35,224,11,37,52,16,37,94
"2669","a1v2J000004G206QAC",25.2,726,1022,296,288,1678,50,91,648,62,134,694
"2670","a1v2J000004G20BQAS",9.7,943,988,45,174,788,21,178,711,10,248,493
"2671","a1v2J000004G2A3QAK",25.1,387,677,290,285,811,277,289,526,285,467,480
"2672","a1v2J000004G2GBQA0",22.5,279,341,62,19,395,48,21,224,29,113,385
"2673","a1v2J000004LA5wQAG",24.4,4646,4843,197,665,3478,55,679,2911,103,1166,3115
"2674","a1v2J000004LMwMQAW",24.9,3414,3683,269,601,2891,63,545,2737,132,1094,2540
"2675","a1v2J000004LMwRQAW",1.8,0,7,7,5,9,5,7,4,5,0,8
"2676","a1v2J000004LN1WQAW",17.6,446,512,66,124,366,13,133,222,49,190,279
"2677","a1v2J000004LYFiQAO",23.9,2269,2352,83,170,1953,39,120,1755,45,581,1705
"2678","a1v2J000004LZzLQAW",24.9,4887,5079,192,498,5254,10,665,3891,98,1306,3259
"2679","a1v2J000004LedtQAC",24.6,3293,3719,426,472,3165,129,490,2878,339,728,2548
"2680","a1v2J000004LeffQAC",15.7,299,336,37,34,206,19,23,205,68,55,158
"2681","a1v2J000004Lej8QAC",7.8,479,508,29,62,394,0,54,278,44,192,319
"2682","a1v2J000004LiamQAC",1.8,61,78,17,18,38,5,18,22,3,8,34
"2683","a1v2J000004LihYQAS",25.1,483,586,103,55,689,28,52,404,75,257,529
"2684","a1v2J000004LiiMQAS",25.1,186,307,121,66,204,4,44,112,47,43,193
"2685","a1v2J000004LirsQAC",17,166,222,56,46,169,36,36,158,42,47,145
"2686","a1v2J000004Lis7QAC",20.4,131,243,112,84,180,61,64,120,80,82,187
"2687","a1v2J000004Lj2vQAC",2.9,38,43,5,1,91,0,0,6,4,4,23
"2688","a1v2J000004LmrIQAS",24.7,726,782,56,231,541,14,254,538,43,315,314
"2689","a1v2J000004LmrrQAC",7.9,269,306,37,25,217,11,28,154,25,75,299
"2690","a1v2J000004LmsaQAC",24.7,621,843,222,156,816,124,157,467,208,218,742
"2691","a1v2J000004LqyqQAC",24.3,11122,11972,850,1617,10369,203,3095,8191,372,2006,6308
"2692","a1v2J000004LqzjQAC",4.1,203,231,28,117,132,15,114,171,33,112,87
"2693","a1v2J000004M3CFQA0",11.9,219,412,193,210,451,176,190,359,174,229,336
"2694","a1v2J000004MBW4QAO",9.6,77,100,23,2,119,0,3,83,3,25,100
"2695","a1v2J000004MGKDQA4",24.8,150,388,238,128,353,198,182,306,158,258,406
"2696","a1v2J000004MGKhQAO",19.1,819,846,27,502,716,10,505,670,17,513,211
"2697","a1v2J000004MGMJQA4",20.9,683,751,68,456,775,40,437,586,55,490,294
"2698","a1v2J000004MGNwQAO",24.8,891,937,46,506,840,15,512,708,28,554,216
"2699","a1v2J000004MYEVQA4",12.2,91,108,17,64,159,10,66,89,17,67,56
"2700","a1v2J000004MYG2QAO",23.7,1103,1140,37,108,910,7,121,690,14,295,499
"2701","a1v2J000004McWrQAK",24.6,738,784,46,27,861,0,17,478,19,206,611
"2702","a1v2J000004McfoQAC",23.7,590,606,16,9,396,0,27,427,55,83,417
"2703","a1v2J000004Mch6QAC",24.6,823,881,58,129,586,25,157,622,56,322,556
"2704","a1v2J000004MchkQAC",20.6,736,926,190,292,713,5,162,483,27,309,398
"2705","a1v2J000004Mm8WQAS",24,2171,2940,769,345,2912,55,340,2285,66,844,1975
"2706","a1v2J000004Mm8bQAC",23.7,3165,3267,102,534,2166,12,620,2804,139,1146,2002
"2707","a1v2J000004Mm90QAC",23.7,3603,3727,124,769,2687,12,613,2945,193,1368,2211
"2708","a1v2J000004Mq4QQAS",17.6,404,442,38,51,339,10,80,303,31,60,215
"2709","a1v2J000004Mq4VQAS",17.6,306,407,101,61,442,32,67,338,61,97,283
"2710","a1v2J000004MtxhQAC",15.6,323,359,36,106,253,10,122,213,34,134,161
"2711","a1v2J000004NEpwQAG",6.8,789,826,37,760,803,3,726,797,38,12,781
"2712","a1v2J000004NkZ4QAK",23.9,1092,1230,138,109,783,68,78,830,83,308,869
"2713","a1v2J000004NkaqQAC",6.5,130,137,7,6,90,0,6,82,6,19,97
"2714","a1v2J000004NuAIQA0",23.2,1231,1392,161,167,1017,58,212,838,82,324,1083
"2715","a1v2J000004NuEoQAK",22.1,2023,2213,190,382,1785,51,328,1703,97,663,1463
"2716","a1v2J000004NuFDQA0",10.3,1479,1534,55,215,1218,17,136,1141,55,590,1031
"2717","a1v2J000004NuFIQA0",12.2,3044,3240,196,721,3054,129,281,2673,161,1655,2032
"2718","a1v2J000004NuGkQAK",21.8,1032,1224,192,303,1595,115,330,823,151,355,793
"2719","a1v2J000004NuJtQAK",3.9,-14,5,19,8,6,0,5,0,16,2,4
"2720","a1v2J000004NuNRQA0",2.9,147,298,151,144,267,100,120,145,129,37,220
"2721","a1v2J000004NzgmQAC",23.7,2211,2282,71,129,2493,15,139,1386,31,322,1444
"2722","a1v2J000004Nzp0QAC",23.6,2144,2370,226,156,2281,70,117,2058,150,690,1811
"2723","a1v2J000004NzpPQAS",23.8,2312,2411,99,172,2364,52,169,1943,84,546,1650
"2724","a1v2J000004NzqSQAS",23.2,2651,2865,214,475,3335,175,575,2241,277,755,1980
"2725","a1v2J000004Nzu0QAC",7.9,817,976,159,92,543,53,89,713,89,56,348
"2726","a1v2J000004O02iQAC",11.2,157,178,21,18,221,3,3,90,0,9,122
"2727","a1v2J000004O0I6QAK",6.8,57,205,148,64,140,34,117,76,120,11,154
"2728","a1v2J000004OEumQAG",23,413,512,99,250,878,22,262,405,67,327,195
"2729","a1v2J000004OaEsQAK",22.8,12433,12830,397,1190,11308,257,1313,10371,820,3588,8096
"2730","a1v2J000004OfTLQA0",22.5,2448,2619,171,113,2539,60,139,2203,275,1021,1798
"2731","a1v2J000004OfYLQA0",6.1,29,37,8,0,38,0,0,28,8,6,49
"2732","a1v2J000004XMuAQAW",5.6,69,98,29,26,84,5,8,69,23,21,88
"2733","a1v2J000004XMuKQAW",8.8,166,173,7,3,154,0,13,156,9,93,132
"2734","a1v2J000004XND8QAO",2,669,943,274,269,1100,243,299,709,307,470,788
"2735","a1v2J000004XbhZQAS",5.4,1487,1576,89,187,1327,36,266,1112,56,690,1115
"2736","a1v2J000004XbsmQAC",9.6,1937,2206,269,209,1659,163,293,1609,264,932,1651
"2737","a1v2J000004XphSQAS",15.2,5399,5785,386,618,5790,143,544,4365,227,1201,4356
"2738","a1v2J000004XphcQAC",22.2,2958,3201,243,575,2907,38,634,2108,49,594,2221
"2739","a1v2J000004XphhQAC",23.2,251,286,35,11,145,0,14,184,21,50,178
"2740","a1v2J000004Xpo4QAC",23.2,2615,2965,350,399,1635,75,214,1304,153,703,1524
"2741","a1v2J000004XurxQAC",22.8,5356,5497,141,1451,4374,95,1565,4233,126,2315,3181
"2742","a1v2J000004XutPQAS",8.3,1610,1678,68,119,1945,10,146,1301,26,206,1051
"2743","a1v2J000004XutUQAS",10.3,545,580,35,141,475,53,142,458,53,271,344
"2744","a1v2J000004XuvBQAS",6.7,98,111,13,19,107,5,11,87,5,28,86
"2745","a1v2J000004XuvVQAS",3.8,429,475,46,32,365,14,76,344,31,57,424
"2746","a1v2J000004XvEXQA0",22.1,2988,3109,121,564,2760,65,774,2341,85,787,2162
"2747","a1v2J000004XvFBQA0",22.8,1870,1945,75,148,1833,30,163,1538,81,490,1253
"2748","a1v2J000004Y5L5QAK",6.6,1048,1226,178,442,1243,106,436,884,115,429,609
"2749","a1v2J000004YRrvQAG",12.7,791,816,25,56,566,0,108,487,13,70,477
"2750","a1v2J000004YWsfQAG",5.7,319,333,14,10,341,17,10,294,24,182,292
"2751","a1v2J000004YWulQAG",21.4,1389,1439,50,91,1315,20,97,1078,39,393,985
"2752","a1v2J000004YWvtQAG",21.6,3493,3677,184,310,2310,24,339,2528,103,442,2732
"2753","a1v2J000004YX45QAG",22.1,548,603,55,31,917,8,29,421,72,293,288
"2754","a1v2J000004YXGAQA4",19.8,235,245,10,6,188,0,10,171,5,96,160
"2755","a1v2J000004YiJXQA0",1.5,39,99,60,60,39,28,34,45,32,0,56
"2756","a1v2J000004YiQJQA0",20.7,4360,4952,592,806,3534,172,779,3037,296,745,2910
"2757","a1v2J000004YiXUQA0",22.9,1261,1320,59,1059,1336,40,1060,1134,53,1089,210
"2758","a1v2J000004Yo5LQAS",22.1,1150,1196,46,239,948,25,419,929,39,309,746
"2759","a1v2J000004Z9KOQA0",21.8,1308,1366,58,47,1126,13,76,1074,26,243,886
"2760","a1v2J000004ZLM2QAO",14.1,102,112,10,5,98,5,5,95,9,52,101
"2761","a1v2J000004ZaWvQAK",21.9,1000,1057,57,186,1008,10,197,943,16,355,546
"2762","a1v2J000004ZqemQAC",22.4,622,696,74,44,626,16,16,347,33,163,476
"2763","a1v2J000004ZqgJQAS",6.1,155,175,20,0,159,0,8,86,12,72,145
"2764","a1v2J000004Zqk1QAC",21.8,7368,7556,188,748,4576,43,794,4372,114,798,5033
"2765","a1v2J000004ZwsMQAS",21.8,2744,3591,847,920,3855,520,688,2762,620,1374,2810
"2766","a1v2J000004ZwsvQAC",21.6,1758,1823,65,445,1545,26,466,1489,29,624,1040
"2767","a1vHt000003mxqyIAA",15.8,686,746,60,104,526,40,144,462,44,104,494
"2768","a1vHt000004ZxIFIA0",1.2,13,40,27,22,68,0,4,14,4,10,17
"2769","a1vHt000004a6u3IAA",21.2,1418,1575,157,128,1053,83,144,904,103,115,1261
"2770","a1vHt000004a6uhIAA",20,1977,2160,183,64,1083,30,108,1862,143,244,1840
"2771","a1vHt000004aD2QIAU",3.3,101,123,22,13,106,5,10,79,24,12,53
"2772","a1vHt000004aIYPIA2",20.6,961,1096,135,159,774,44,227,623,77,147,763
"2773","a1vHt000004aIdmIAE",22.3,312,330,18,34,253,10,50,133,36,39,180
"2774","a1vHt000004akdYIAQ",6.2,11,11,0,0,7,0,4,5,0,5,11
"2775","a1vHt000004akinIAA",21.2,4646,4983,337,604,3753,153,913,3963,239,765,3564
"2776","a1vHt000004aklcIAA",9.5,1291,1351,60,234,1357,13,270,1040,13,323,836
"2777","a1vHt000004aqOwIAI",21,981,1145,164,160,664,56,195,606,93,129,796
"2778","a1vHt000004awdQIAQ",20.7,2198,2372,174,1051,3270,172,1090,1975,228,1402,1125
"2779","a1vHt000004awdaIAA",2.8,39,65,26,2,44,0,6,57,48,12,13
"2780","a1vHt000004awgjIAA",21.6,1310,1525,215,235,1735,194,274,1253,289,681,1145
"2781","a1vHt000004b3HsIAI",20.4,1745,1847,102,336,1418,53,370,1262,129,567,986
"2782","a1vHt000004bDOoIAM",21.2,432,480,48,60,445,0,156,333,11,159,394
"2783","a1vHt000004bDTKIA2",6.3,135,179,44,19,240,0,27,97,22,28,118
"2784","a1vHt000004fZfaIAE",15,651,815,164,101,619,53,138,590,202,255,524
"2785","a1vHt000004fZhHIAU",16.1,1536,1589,53,615,1111,15,628,1014,41,665,449
"2786","a1vHt000004fapbIAA",8.3,31,40,9,7,34,5,5,27,11,1,38
"2787","a1vHt000004fbHkIAI",15.4,4396,5050,654,892,3743,466,1096,3446,1673,2128,2366
"2788","a1vHt000004fzzcIAA",7.5,250,337,87,202,297,43,49,274,75,214,256
"2789","a1vHt000004g7uTIAQ",8.4,358,402,44,256,383,43,256,348,49,266,124
"2790","a1vHt000004gOz4IAE",15.3,4076,4363,287,1124,3660,72,1129,3810,224,1326,2490
"2791","a1vHt000004gX1UIAU",14.6,1593,1731,138,548,1028,128,593,1167,131,545,835
"2792","a1vHt000004gXd9IAE",15.3,5010,5270,260,657,3902,70,804,3797,249,1070,3677
"2793","a1vHt000004gXkKIAU",7.6,642,785,143,163,386,0,32,344,10,171,502
"2794","a1vHt000004gY1QIAU",3.9,63,76,13,56,83,2,13,63,4,58,78
"2795","a1vHt000004gY4AIAU",15,180,237,57,67,213,40,51,130,49,81,206
"2796","a1vHt000004gY95IAE",15.3,2702,2830,128,464,2034,82,447,2014,99,547,1486
"2797","a1vHt000004gYapIAE",13,114,192,78,50,135,3,11,91,37,49,123
"2798","a1vHt000004gYewIAE",10.7,355,418,63,62,334,0,57,346,16,82,339
"2799","a1vHt000004gZNXIA2",15.4,230,245,15,12,137,0,14,102,11,80,148
"2800","a1vHt000004gZOGIA2",8.1,346,365,19,20,171,11,50,195,19,54,173
"2801","a1vHt000004gZTQIA2",14.9,2529,2864,335,255,1924,134,249,1937,248,603,2335
"2802","a1vHt000004ga5AIAQ",7.7,1149,1228,79,629,983,17,630,925,67,633,527
"2803","a1vHt000004ga8iIAA",11.5,6597,7373,776,1717,5277,448,1703,5686,558,1781,4306
"2804","a1vHt000004gaLcIAI",14.2,7573,7994,421,1385,4956,289,1536,5750,376,2174,4994
"2805","a1vHt000004gadRIAQ",10.1,726,746,20,394,572,10,478,563,24,396,213
"2806","a1vHt000004gadgIAA",7.3,693,773,80,337,618,40,342,537,82,454,338
"2807","a1vHt000004gagVIAQ",14.3,4439,4761,322,1182,3609,169,1310,4053,283,1730,3016
"2808","a1vHt000004gaoAIAQ",7.5,155,276,121,151,203,45,151,170,48,140,110
"2809","a1vHt000004gaqBIAQ",8.2,98,113,15,10,106,7,17,78,22,26,64
"2810","a1vHt000004gb14IAA",14.3,3475,3687,212,1317,2535,128,1441,2581,266,1314,1601
"2811","a1vHt000004gb64IAA",15,132,258,126,36,200,0,10,187,79,30,180
"2812","a1vHt000004gb9IIAQ",13.2,930,1367,437,408,975,317,433,962,436,387,894
"2813","a1vHt000004gbAGIAY",14.5,821,844,23,17,763,15,21,782,50,115,420
"2814","a1vHt000004gbAaIAI",14.4,1713,1906,193,512,1482,105,677,1335,149,483,1109
"2815","a1vHt000004gbbWIAQ",3,182,528,346,226,529,316,234,412,393,186,435
"2816","a1vHt000004gbd8IAA",14.8,714,794,80,51,847,5,62,598,32,314,639
"2817","a1vHt000004gbnNIAQ",4.6,17,51,34,30,34,10,18,11,18,0,48
"2818","a1vHt000004gbyGIAQ",7.3,418,508,90,69,299,54,53,361,96,94,334
"2819","a1vHt000004gc6KIAQ",14.5,2381,2786,405,566,1591,307,676,1758,351,589,1776
"2820","a1vHt000004gcDBIAY",13.5,1828,1882,54,418,1266,29,465,1254,37,484,1034
"2821","a1vHt000004gcRrIAI",14.9,122,212,90,80,160,46,58,98,54,72,128
"2822","a1vHt000004jw9YIAQ",15,1243,1285,42,33,1421,6,64,891,21,132,580
"2823","a1vHt000004kOpjIAE",21,2728,2965,237,481,2554,93,480,2293,171,749,1425
"2824","a1vHt000004kUY0IAM",20.9,1736,1986,250,227,1417,133,261,1328,154,211,1301
"2825","a1vHt000004kUfQIAU",21,4229,4381,152,377,4165,43,725,3477,281,809,2414
"2826","a1vHt000004kasAIAQ",20.5,5317,5564,247,889,4068,68,1154,4614,248,1362,3671
"2827","a1vHt000004kasUIAQ",21,504,515,11,0,412,0,8,386,5,276,460
"2828","a1vHt000004kat8IAA",20.9,2219,2377,158,190,1373,63,263,1284,99,252,1725
"2829","a1vHt000004kqoVIAQ",2.7,284,343,59,50,307,23,43,257,51,60,269
"2830","a1vHt000004kqrPIAQ",17.5,322,349,27,12,564,8,57,252,16,96,242
"2831","a1vHt000004l3PwIAI",20.6,4433,4641,208,494,4026,49,838,4048,153,1207,2569
"2832","a1vHt000004l3RdIAI",21.2,1978,2020,42,50,2283,22,94,1525,31,565,1389
"2833","a1vHt000004l3YtIAI",8.9,162,235,73,35,136,0,55,153,34,42,150
"2834","a1vHt000004lFZDIA2",6.1,90,102,12,11,44,0,7,69,0,9,85
"2835","a1vHt000004lFpWIAU",20.1,5663,5820,157,842,4730,108,985,4152,175,1401,2100
"2836","a1vHt000004lFpbIAE",20.6,1112,1145,33,77,880,13,124,834,15,202,636
"2837","a1vHt000004ldxBIAQ",9.6,104,121,17,3,125,1,6,97,14,63,82
"2838","a1vHt000004ldzHIAQ",20.1,943,1415,472,532,1465,22,200,1074,45,341,925
"2839","a1vHt000004le7pIAA",20.7,2551,2726,175,165,2695,55,324,2272,221,517,2265
"2840","a1vHt000004lkE3IAI",20.1,6891,7644,753,1346,5824,453,1373,4594,550,1259,4317
"2841","a1vHt000004lkEwIAI",4.8,148,158,10,16,137,10,21,125,27,62,75
"2842","a1vHt000004lkFGIAY",20.5,262,293,31,26,268,0,18,161,6,93,171
"2843","a1vHt000004lkO3IAI",20.6,2945,3230,285,201,2913,64,277,2642,132,907,2699
"2844","a1vHt000004lkODIAY",2,41,62,21,10,63,19,15,26,34,21,50
"2845","a1vHt000004lwvaIAA",20,278,294,16,16,109,19,22,176,15,15,182
"2846","a1vHt000004mFyCIAU",10.1,1815,1880,65,34,1959,41,117,1580,42,203,1499
"2847","a1vHt000004mG0DIAU",2.3,78,79,1,0,73,0,2,64,4,52,21
"2848","a1vHt000004mi1UIAQ",17.2,658,758,100,95,716,22,100,438,58,67,495
"2849","a1vHt000004nCaKIAU",16.4,1327,1370,43,30,1063,3,54,921,44,187,733
"2850","a1vHt000004nCc1IAE",7.1,1505,1617,112,293,1639,40,137,1206,126,448,1128
"2851","a1vHt000004nJMYIA2",9.9,1777,1907,130,118,1325,65,154,1237,95,192,1370
"2852","a1vHt000004nJOtIAM",19.1,265,280,15,13,314,5,10,238,7,54,168
"2853","a1vHt000004ncaAIAQ",19.1,409,416,7,10,447,5,5,235,7,61,227
"2854","a1vHt000004ncfjIAA",19.1,939,976,37,38,984,10,113,862,35,355,627
"2855","a1vHt000004ncfoIAA",19.1,455,482,27,29,542,10,71,411,16,211,343
"2856","a1vHt000004ncnJIAQ",3.7,382,398,16,12,288,0,55,282,30,73,273
"2857","a1vHt000004njIbIAI",20.1,2182,2552,370,342,2628,121,601,1806,139,871,1682
"2858","a1vHt000004njUhIAI",12.2,1742,1818,76,57,1676,35,117,1248,90,95,989
"2859","a1vHt000004npQnIAI",20.1,603,779,176,91,626,63,198,512,100,186,450
"2860","a1vHt000004o3RCIAY",19.1,1477,1543,66,65,1458,31,95,1238,96,629,1253
"2861","a1vHt000004o3RHIAY",7.6,586,726,140,112,631,100,138,466,128,247,538
"2862","a1vHt000004seJVIAY",12.2,568,599,31,32,629,6,39,373,6,41,536
"2863","a1vHt000004soOeIAI",5.1,206,233,27,12,174,0,36,180,15,43,212
"2864","a1vHt000004soU3IAI",4.3,102,127,25,18,303,15,23,55,30,26,83
"2865","a1vHt000004sv7HIAQ",19.1,3767,3863,96,459,3166,43,588,2935,68,531,2265
"2866","a1vHt000004sv8FIAQ",19.1,130,228,98,97,289,95,95,202,103,100,128
"2867","a1vHt000004sv8eIAA",19.2,4079,4348,269,1095,3748,105,1351,3450,148,1411,2125
"2868","a1vHt000004sv9IIAQ",12.5,1861,1982,121,239,1500,10,350,1460,24,397,1094
"2869","a1vHt000004t2QVIAY",18.2,3644,4132,488,587,3298,396,701,3393,409,1251,2199
"2870","a1vHt000004tuHvIAI",19.5,2875,2968,93,85,2560,63,110,2330,72,872,1803
"2871","a1vHt000004u6tiIAA",19.1,325,407,82,78,370,48,93,235,99,76,314
"2872","a1vHt000004uDhYIAU",19.1,804,906,102,130,939,95,106,767,119,548,783
"2873","a1vHt000004uDkhIAE",10.1,2672,3669,997,1011,2931,884,993,2582,937,948,2552
"2874","a1vHt000004uKbpIAE",18.4,1479,1528,49,73,1410,5,113,1142,20,177,589
"2875","a1vHt000004uRC4IAM",16.3,754,782,28,111,404,0,104,455,15,145,429
