match_id_18char,big_race_1,big_race_2,big_race_3,little_race_1,little_race_2,little_race_3,match_length,match_count,alignment
a1v2J000004LiiMQAS,Black or African American,,NA,Black or African American,NA,NA,25.1,3,1
a1v2J00000495z2QAA,Asian - Other,,NA,Other,NA,NA,9.6,2,0.6666666666666666
a1v2J0000043WkLQAU,White or Caucasian,,NA,Other,NA,NA,14.5,2,0.6666666666666666
a1v2J0000043Wo8QAE,Other,,NA,Black or African American,NA,NA,24.1,2,0.6666666666666666
a1v2J0000044jtmQAA,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,14.3,2,0.6666666666666666
a1v2J000003dE9sQAE,White or Caucasian,,NA,Black or African American,NA,NA,23.8,2,0.6666666666666666
a1v2J000003e0ilQAA,Hispanic - Other Latinx or Spanish origin,,NA,NA,NA,NA,27.2,3,1
a1v2J00000482FaQAI,White or Caucasian,,NA,Black or African American,NA,NA,24.4,2,0.6666666666666666
a1v2J0000048AHgQAM,White or Caucasian,,NA,NA,NA,NA,28.1,3,1
a1vHt000004ga5AIAQ,White or Caucasian,,NA,Black or African American,NA,NA,7.7,2,0.6666666666666666
a1v2J0000049jL8QAI,Asian - Other,,NA,American Indian or Alaska Native,NA,NA,10.4,2,0.6666666666666666
a1v2J00000495xBQAQ,White or Caucasian,,NA,Black or African American,NA,NA,9.8,2,0.6666666666666666
a1v2J000004MGKhQAO,White or Caucasian,,NA,Black or African American,NA,NA,19.1,2,0.6666666666666666
a1vHt0000059Te8IAE,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,9.5,2,0.6666666666666666
a1v2J000004AljwQAC,Black or African American,,NA,Black or African American,NA,NA,9.7,3,1
a1vUX0000006pz7YAA,Asian - Other,,NA,Black or African American,NA,NA,5.2,2,0.6666666666666666
a1v2J000004BB0SQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,19,3,1
a1v2J000004Lis7QAC,Hispanic - Other Latinx or Spanish origin,,NA,Other,NA,NA,20.4,2,0.6666666666666666
a1v2J000004BXahQAG,White or Caucasian,,NA,NA,NA,NA,27.2,3,1
a1v2J000004D6jkQAC,White or Caucasian,,NA,White or Caucasian,NA,NA,9.9,3,1
a1v2J000004LihYQAS,White or Caucasian,,NA,Black or African American,NA,NA,25.1,2,0.6666666666666666
a1v2J000004LmrrQAC,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,7.9,2,0.6666666666666666
a1v2J000004CSjPQAW,White or Caucasian,,NA,Prefer not to say,NA,NA,21,2,0.6666666666666666
a1vUX000001OY1ZYAW,White or Caucasian,,NA,Prefer not to say,NA,NA,3.7,2,0.6666666666666666
a1v2J000004C8eEQAS,Hispanic - Other Latinx or Spanish origin,,NA,White or Caucasian,NA,NA,18.6,2,0.6666666666666666
a1v2J000004EiBBQA0,Asian - Other,,NA,Black or African American,NA,NA,7.3,2,0.6666666666666666
a1v2J000004MGKDQA4,White or Caucasian,,NA,Asian - Other,NA,NA,24.8,2,0.6666666666666666
a1v2J000004G2GBQA0,White or Caucasian,,NA,Black or African American,NA,NA,22.5,2,0.6666666666666666
a1v2J000004DNLzQAO,White or Caucasian,,NA,Other,NA,NA,3.5,2,0.6666666666666666
a1v2J000004LmsaQAC,White or Caucasian,,NA,Other,NA,NA,24.7,2,0.6666666666666666
a1vHt000004aIdmIAE,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,22.3,2,0.6666666666666666
a1v2J000004LmrIQAS,Other,,NA,Other,NA,NA,24.7,3,1
a1v2J000004Lej8QAC,White or Caucasian,,NA,Black or African American,NA,NA,7.8,2,0.6666666666666666
a1v2J000004MBW4QAO,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,9.6,2,0.6666666666666666
a1v2J000004OEumQAG,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,23,2,0.6666666666666666
a1v2J000004LirsQAC,White or Caucasian,,NA,Black or African American,NA,NA,17,2,0.6666666666666666
a1v2J000004McWrQAK,Black or African American,,NA,Black or African American,NA,NA,24.6,3,1
a1v2J000004Mch6QAC,Other,,NA,Black or African American,NA,NA,24.6,2,0.6666666666666666
a1v2J000004MchkQAC,White or Caucasian,,NA,Black or African American,NA,NA,20.6,2,0.6666666666666666
a1vUX000001OXlRYAW,Hispanic - Other Latinx or Spanish origin,,NA,Black or African American,NA,NA,3.2,2,0.6666666666666666
a1v2J000004MtxhQAC,Black or African American,,NA,Black or African American,NA,NA,15.6,3,1
a1v2J000004NEpwQAG,Black or African American,,NA,Black or African American,NA,NA,6.8,3,1
a1v2J000002edhrQAA,White or Caucasian,,NA,Asian - Other,NA,NA,19.8,2,0.6666666666666666
a1v2J000002eeJRQAY,Other,,NA,Asian - Other,NA,NA,6.6,2,0.6666666666666666
a1v2J000002eeJMQAY,Black or African American,,NA,"Hispanic - Mexican,Mexican American,Chicano",NA,NA,14.7,2,0.6666666666666666
a1v2J000004ZqemQAC,White or Caucasian,,NA,White or Caucasian,NA,NA,22.4,3,1
a1v2J000004XMuAQAW,White or Caucasian,,NA,Black or African American,NA,NA,5.6,2,0.6666666666666666
a1v2J000004Xpo4QAC,White or Caucasian,,NA,NA,NA,NA,23.2,3,1
a1v2J000004XMuKQAW,Black or African American,,NA,Black or African American,NA,NA,8.8,3,1
a1v2J000004ZLM2QAO,Other,,NA,NA,NA,NA,14.1,3,1
a1vUX000000MHobYAG,White or Caucasian,,NA,NA,NA,NA,11.8,3,1
a1v2J000004ZqgJQAS,White or Caucasian,,NA,Hispanic - Other Latinx or Spanish origin,NA,NA,6.1,2,0.6666666666666666
a1v2J000004YiXUQA0,White or Caucasian,,NA,Black or African American,NA,NA,22.9,2,0.6666666666666666
a1v2J0000028zm0QAA,Asian,,NA,Hispanic,NA,NA,23.4,2,0.6666666666666666
a1v2J0000027KnaQAE,White or Caucasian,,NA,Black or African American,NA,NA,2.9,2,0.6666666666666666
a1v2J0000027QveQAE,Other,,NA,American Indian or Alaska Native,NA,NA,15.9,2,0.6666666666666666
a1v2J0000027KCCQA2,Asian,,NA,Asian,NA,NA,5.6,3,1
a1v2J0000027LRRQA2,Asian,,NA,Asian,NA,NA,10.7,3,1
a1v2J0000027LfzQAE,Other,,NA,Other,NA,NA,21.1,3,1
a1v2J000002ABC2QAO,White or Caucasian,,NA,Black or African American,NA,NA,16.2,2,0.6666666666666666
a1v2J00000399lXQAQ,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,22,1,0.3333333333333333
a1v2J0000027MFJQA2,Asian,,NA,Black or African American,NA,NA,10.4,2,0.6666666666666666
a1v2J0000027PHmQAM,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,31.7,2,0.6666666666666666
a1v2J0000027KCjQAM,Asian,,NA,Asian,NA,NA,7.6,3,1
a1v2J000002AAoEQAW,Hispanic,,NA,White or Caucasian,NA,NA,42.6,2,0.6666666666666666
a1v2J0000027KopQAE,White or Caucasian,,NA,Hispanic,NA,NA,28.2,2,0.6666666666666666
a1v2J0000027KBwQAM,White or Caucasian,,NA,Other,NA,NA,15.6,2,0.6666666666666666
a1v2J000002ABZaQAO,White or Caucasian,,NA,White or Caucasian,NA,NA,36.8,3,1
a1v2J0000027QOaQAM,White or Caucasian,,NA,Other,NA,NA,27.1,2,0.6666666666666666
a1v2J0000027MFZQA2,White or Caucasian,,NA,Black or African American,NA,NA,11.9,2,0.6666666666666666
a1v2J0000027O64QAE,Hispanic,,NA,Black or African American,NA,NA,41.5,2,0.6666666666666666
a1v2J0000027PGnQAM,White or Caucasian,,NA,Black or African American,NA,NA,16.8,2,0.6666666666666666
a1v2J0000027QMHQA2,Other,,NA,Black or African American, White or Caucasian,NA,33,1,0.3333333333333333
a1v2J0000027MFXQA2,White or Caucasian,,NA,Black or African American,NA,NA,5.9,2,0.6666666666666666
a1v2J0000039WejQAE,Hispanic - Other Latinx or Spanish origin,,NA,Black or African American,NA,NA,15.4,2,0.6666666666666666
a1v2J0000027LRAQA2,White or Caucasian,,NA,Black or African American,NA,NA,3.2,2,0.6666666666666666
a1v2J0000027KBpQAM,White or Caucasian,,NA,White or Caucasian,NA,NA,12.2,3,1
a1v2J0000027O6IQAU,White or Caucasian,,NA,White or Caucasian,NA,NA,16.3,3,1
a1v2J0000029SQwQAM,White or Caucasian,,NA,Black or African American,NA,NA,8.9,2,0.6666666666666666
a1v2J0000027QwvQAE,Asian,,NA,White or Caucasian,NA,NA,8,2,0.6666666666666666
a1v2J0000027LQXQA2,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,3.4,2,0.6666666666666666
a1v2J0000027Mx0QAE,White or Caucasian,,NA,Other,NA,NA,6.9,2,0.6666666666666666
a1v2J0000028zlsQAA,Asian,,NA,Asian,NA,NA,7.6,3,1
a1v2J0000027LPsQAM,Asian,,NA,Black or African American,NA,NA,19.3,2,0.6666666666666666
a1v2J000002ABc5QAG,Other,,NA,Black or African American,NA,NA,9.4,2,0.6666666666666666
a1v2J0000028zm5QAA,Asian,,NA,Hispanic,NA,NA,7.9,2,0.6666666666666666
a1v2J0000027KmuQAE,White or Caucasian,,NA,Black or African American,NA,NA,18.2,2,0.6666666666666666
a1v2J0000027QLxQAM,White or Caucasian,,NA,Black or African American,NA,NA,10.9,2,0.6666666666666666
a1v2J0000027LgiQAE,White or Caucasian,,NA,Black or African American,NA,NA,9.9,2,0.6666666666666666
a1v2J0000039C6RQAU,White or Caucasian,,NA,Black or African American,NA,NA,15.1,2,0.6666666666666666
a1v2J0000027PGcQAM,Asian,,NA,Other,NA,NA,29.4,2,0.6666666666666666
a1v2J0000027PGTQA2,White or Caucasian,,NA,Black or African American,NA,NA,27,2,0.6666666666666666
a1v2J0000027LgjQAE,White or Caucasian,,NA,Black or African American,NA,NA,9.1,2,0.6666666666666666
a1v2J000003A6ucQAC,White or Caucasian,,NA,Black or African American,NA,NA,15.5,2,0.6666666666666666
a1v2J0000027OctQAE,Black or African American,,NA,Black or African American, White or Caucasian,NA,24.4,2,0.6666666666666666
a1v2J000003TlAFQA0,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,13.1,1,0.3333333333333333
a1v2J0000027PoWQAU,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,30.2,1,0.3333333333333333
a1v2J0000027KCRQA2,White or Caucasian,,NA,Black or African American,NA,NA,22,2,0.6666666666666666
a1v2J0000027KCoQAM,White or Caucasian,,NA,Black or African American,NA,NA,30.4,2,0.6666666666666666
a1v2J0000027OclQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,10.5,3,1
a1v2J0000029SQzQAM,White or Caucasian,,NA,Hispanic,NA,NA,26.1,2,0.6666666666666666
a1v2J000002AAr6QAG,White or Caucasian,,NA,Black or African American,NA,NA,9.9,2,0.6666666666666666
a1v2J0000027QMIQA2,Other,,NA,American Indian or Alaska Native,NA,NA,17.7,2,0.6666666666666666
a1v2J0000027O6fQAE,Black or African American,,NA,Black or African American,NA,NA,26.2,3,1
a1v2J0000039ktkQAA,Asian - Other,,NA,Black or African American,NA,NA,14.9,2,0.6666666666666666
a1v2J0000027Kp3QAE,Asian,,NA,Asian,NA,NA,38.7,3,1
a1v2J0000039ksSQAQ,White or Caucasian,,NA,Black or African American,NA,NA,25.7,2,0.6666666666666666
a1v2J0000027QM9QAM,Black or African American,,NA,Other,NA,NA,9.7,2,0.6666666666666666
a1v2J00000294o2QAA,White or Caucasian,,NA,Other,NA,NA,0,2,0.6666666666666666
a1v2J0000027OdAQAU,White or Caucasian,,NA,Black or African American,NA,NA,10.7,2,0.6666666666666666
a1v2J0000039LqQQAU,White or Caucasian,,NA,Black or African American,NA,NA,26.9,2,0.6666666666666666
a1v2J0000027O6FQAU,White or Caucasian,,NA,Black or African American,NA,NA,20.8,2,0.6666666666666666
a1v2J0000027PGiQAM,White or Caucasian,,NA,Black or African American, Hispanic,NA,42.1,1,0.3333333333333333
a1v2J000002ABaMQAW,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,9.3,1,0.3333333333333333
a1v2J000002AC6uQAG,White or Caucasian,,NA,Other,NA,NA,21.1,2,0.6666666666666666
a1v2J0000027NUgQAM,White or Caucasian,,NA,Black or African American,NA,NA,11,2,0.6666666666666666
a1v2J0000027LfYQAU,Asian,,NA,Asian,NA,NA,10.4,3,1
a1v2J0000027KmdQAE,Asian,,NA,Asian,NA,NA,9.4,3,1
a1v2J0000027KBbQAM,White or Caucasian,,NA,Black or African American,NA,NA,9.8,2,0.6666666666666666
a1v2J000002AC6JQAW,Black or African American,,NA,Black or African American, Asian,NA,8.9,2,0.6666666666666666
a1v2J0000027LhHQAU,White or Caucasian,,NA,Black or African American,NA,NA,11.2,2,0.6666666666666666
a1v2J0000027KohQAE,White or Caucasian,,NA,Black or African American,NA,NA,14.9,2,0.6666666666666666
a1v2J000002ueH6QAI,White or Caucasian,,NA,Black or African American,NA,NA,23.5,2,0.6666666666666666
a1v2J0000029SQjQAM,White or Caucasian,,NA,Hispanic,NA,NA,23.3,2,0.6666666666666666
a1v2J0000027KoXQAU,White or Caucasian,,NA,Hispanic,NA,NA,9,2,0.6666666666666666
a1v2J0000038RjUQAU,White or Caucasian,,NA,Black or African American,NA,NA,3.5,2,0.6666666666666666
a1v2J0000038RjTQAU,White or Caucasian,,NA,Black or African American,NA,NA,6.2,2,0.6666666666666666
a1v2J0000028zmRQAQ,White or Caucasian,,NA,Black or African American,NA,NA,5.9,2,0.6666666666666666
a1v2J0000027QNFQA2,White or Caucasian,,NA,Black or African American,NA,NA,11,2,0.6666666666666666
a1v2J000002ueHLQAY,White or Caucasian,,NA,Black or African American,NA,NA,26.7,2,0.6666666666666666
a1v2J0000027KoTQAU,Black or African American,,NA,Black or African American, White or Caucasian,NA,20.3,2,0.6666666666666666
a1v2J0000027LgFQAU,Other,,NA,Other,NA,NA,4.2,3,1
a1v2J0000027Lh5QAE,White or Caucasian,,NA,Black or African American,NA,NA,13.7,2,0.6666666666666666
a1v2J0000027QwIQAU,Asian,,NA,Black or African American,NA,NA,3.1,2,0.6666666666666666
a1v2J0000028zmQQAQ,White or Caucasian,,NA,Black or African American,NA,NA,7.7,2,0.6666666666666666
a1v2J0000027OcYQAU,Asian,,NA,Black or African American, White or Caucasian,NA,6.3,1,0.3333333333333333
a1v2J0000027KndQAE,Asian,,NA,Black or African American,NA,NA,6,2,0.6666666666666666
a1v2J0000028zlvQAA,Black or African American,,NA,Black or African American,NA,NA,8.9,3,1
a1v2J0000027KoKQAU,Asian,,NA,Black or African American,NA,NA,9.6,2,0.6666666666666666
a1v2J0000027KCcQAM,Asian,,NA,American Indian or Alaska Native,NA,NA,9.5,2,0.6666666666666666
a1v2J000002AAoYQAW,Asian,,NA,Black or African American,NA,NA,11.4,2,0.6666666666666666
a1v2J0000027PGVQA2,Asian,,NA,Asian,NA,NA,5.6,3,1
a1v2J0000027PovQAE,Asian,,NA,Asian,NA,NA,11.7,3,1
a1v2J0000029SQnQAM,White or Caucasian,,NA,Black or African American,NA,NA,22.3,2,0.6666666666666666
a1v2J0000029SQdQAM,White or Caucasian,,NA,Hispanic,NA,NA,19.3,2,0.6666666666666666
a1v2J0000028zm9QAA,Asian,,NA,Other,NA,NA,5.3,2,0.6666666666666666
a1v2J0000027Mv9QAE,White or Caucasian,,NA,Asian,NA,NA,29.8,2,0.6666666666666666
a1v2J0000027O5bQAE,Other,,NA,Asian,NA,NA,6,2,0.6666666666666666
a1v2J0000029SQgQAM,Asian,,NA,Asian,NA,NA,17.2,3,1
a1v2J000002ABZRQA4,Asian,,NA,Black or African American,NA,NA,2.9,2,0.6666666666666666
a1v2J000002AAs1QAG,Black or African American,,NA,Black or African American,NA,NA,4.2,3,1
a1v2J000002AAosQAG,White or Caucasian,,NA,Black or African American,NA,NA,21.9,2,0.6666666666666666
a1v2J0000027KnyQAE,White or Caucasian,,NA,Black or African American,NA,NA,18.7,2,0.6666666666666666
a1v2J0000027KpNQAU,White or Caucasian,,NA,Black or African American, Hispanic,NA,8.3,1,0.3333333333333333
a1v2J0000027KoVQAU,White or Caucasian,,NA,Black or African American,NA,NA,27.5,2,0.6666666666666666
a1v2J0000028zmCQAQ,Other,,NA,Black or African American,NA,NA,7.8,2,0.6666666666666666
a1v2J0000027MHkQAM,Asian,,NA,Black or African American,NA,NA,9.7,2,0.6666666666666666
a1v2J0000027OacQAE,White or Caucasian,,NA,Asian,NA,NA,21.9,2,0.6666666666666666
a1v2J0000027OcoQAE,Asian,,NA,Black or African American,NA,NA,2.3,2,0.6666666666666666
a1v2J0000027KmnQAE,Asian,,NA,Black or African American,NA,NA,10.8,2,0.6666666666666666
a1v2J0000027LRUQA2,Asian,,NA,Black or African American,NA,NA,5.6,2,0.6666666666666666
a1v2J0000027KpWQAU,White or Caucasian,,NA,Black or African American,NA,NA,9.5,2,0.6666666666666666
a1v2J000002946SQAQ,White or Caucasian,,NA,Hispanic,NA,NA,36.3,2,0.6666666666666666
a1v2J0000027O5sQAE,White or Caucasian,,NA,Black or African American,NA,NA,20.1,2,0.6666666666666666
a1v2J000002AC7eQAG,Black or African American,,NA,Black or African American,NA,NA,6,3,1
a1v2J0000028zm3QAA,Asian,,NA,Asian,NA,NA,5,3,1
a1v2J000002edizQAA,White or Caucasian,,NA,Black or African American,NA,NA,21.9,2,0.6666666666666666
a1v2J0000027KnxQAE,Black or African American,,NA,Black or African American,NA,NA,18.9,3,1
a1v2J000002ABC1QAO,White or Caucasian,,NA,Asian,NA,NA,7.7,2,0.6666666666666666
a1v2J000002AAmfQAG,Black or African American,,NA,Other,NA,NA,8.4,2,0.6666666666666666
a1v2J0000027PGKQA2,White or Caucasian,,NA,Black or African American,NA,NA,10.5,2,0.6666666666666666
a1v2J0000027MxFQAU,White or Caucasian,,NA,Black or African American,NA,NA,14.5,2,0.6666666666666666
a1v2J0000027OcpQAE,White or Caucasian,,NA,Black or African American,NA,NA,3,2,0.6666666666666666
a1v2J0000027KC7QAM,Black or African American,,NA,Black or African American,NA,NA,1,3,1
a1v2J0000027MwaQAE,Black or African American,White or Caucasian,,Black or African American,NA,NA,11.8,1,0.3333333333333333
a1v2J000002ABBYQA4,Asian,,NA,Black or African American,NA,NA,9.6,2,0.6666666666666666
a1v2J000002ABaUQAW,White or Caucasian,,NA,Black or African American,NA,NA,23.1,2,0.6666666666666666
a1v2J0000027PGGQA2,White or Caucasian,,NA,Black or African American,NA,NA,11.2,2,0.6666666666666666
a1v2J0000027O5YQAU,White or Caucasian,,NA,Black or African American,NA,NA,8.7,2,0.6666666666666666
a1v2J0000027MHUQA2,Asian,,NA,Black or African American,NA,NA,10.7,2,0.6666666666666666
a1v2J000002AAmsQAG,White or Caucasian,,NA,Black or African American,NA,NA,23.1,2,0.6666666666666666
a1v2J0000027PITQA2,Hispanic,,NA,American Indian or Alaska Native,NA,NA,12.4,2,0.6666666666666666
a1v2J0000027LQVQA2,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,9.1,1,0.3333333333333333
a1v2J0000027LhjQAE,Hispanic,,NA,Black or African American,NA,NA,40.3,2,0.6666666666666666
a1v2J0000027LPcQAM,Black or African American,,NA,Black or African American, White or Caucasian,NA,5.6,2,0.6666666666666666
a1v2J000002AC5XQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,10.9,3,1
a1v2J0000027O5cQAE,White or Caucasian,,NA,Black or African American,NA,NA,10.8,2,0.6666666666666666
a1v2J0000027KobQAE,Asian,,NA,White or Caucasian,NA,NA,8.4,2,0.6666666666666666
a1v2J0000027QLkQAM,White or Caucasian,,NA,Black or African American,NA,NA,9.9,2,0.6666666666666666
a1v2J0000028zmPQAQ,White or Caucasian,,NA,Black or African American,NA,NA,10.5,2,0.6666666666666666
a1v2J000002AB0gQAG,White or Caucasian,,NA,Hispanic,NA,NA,6.2,2,0.6666666666666666
a1v2J0000027LRtQAM,Asian,,NA,Black or African American,NA,NA,0.9,2,0.6666666666666666
a1v2J0000027PoyQAE,Asian,,NA,Asian,NA,NA,3.1,3,1
a1v2J0000027LfcQAE,Asian,Hispanic,,Black or African American,NA,NA,9.7,0,0
a1v2J0000029SQmQAM,White or Caucasian,,NA,Black or African American,NA,NA,37,2,0.6666666666666666
a1v2J0000027OalQAE,Other,,NA,American Indian or Alaska Native,NA,NA,6,2,0.6666666666666666
a1v2J0000027NVaQAM,Asian,,NA,Black or African American,NA,NA,3.1,2,0.6666666666666666
a1v2J0000027OcyQAE,White or Caucasian,,NA,Black or African American,NA,NA,18.4,2,0.6666666666666666
a1v2J0000027LhmQAE,Asian,,NA,American Indian or Alaska Native,NA,NA,15.1,2,0.6666666666666666
a1v2J0000027KC6QAM,White or Caucasian,,NA,Black or African American,NA,NA,6.7,2,0.6666666666666666
a1v2J0000027KorQAE,Asian,,NA,Black or African American,NA,NA,6.3,2,0.6666666666666666
a1v2J0000027PntQAE,White or Caucasian,,NA,Black or African American,NA,NA,6.9,2,0.6666666666666666
a1v2J0000039O7PQAU,White or Caucasian,,NA,Black or African American,NA,NA,31,2,0.6666666666666666
a1v2J0000027QMMQA2,White or Caucasian,,NA,Black or African American,NA,NA,8,2,0.6666666666666666
a1v2J0000027PIHQA2,Other,,NA,American Indian or Alaska Native,NA,NA,5.7,2,0.6666666666666666
a1v2J000002AAqjQAG,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,7.4,2,0.6666666666666666
a1v2J0000027MwwQAE,White or Caucasian,,NA,Black or African American, White or Caucasian,NA,7.9,1,0.3333333333333333
a1v2J0000027CWfQAM,White or Caucasian,,NA,Black or African American,NA,NA,8.5,2,0.6666666666666666
a1v2J0000027KmsQAE,White or Caucasian,,NA,Black or African American,NA,NA,7.2,2,0.6666666666666666
a1v2J0000027KoqQAE,Asian,,NA,Black or African American,NA,NA,1.4,2,0.6666666666666666
a1v2J0000027QN2QAM,Other,,NA,Black or African American,NA,NA,8.3,2,0.6666666666666666
a1v2J0000027PGhQAM,White or Caucasian,,NA,Black or African American,NA,NA,19.9,2,0.6666666666666666
a1v2J000002AAoFQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,9.9,3,1
a1v2J0000027LgnQAE,White or Caucasian,,NA,White or Caucasian,NA,NA,28.2,3,1
a1v2J0000027Od8QAE,Asian,Hispanic,,Black or African American,NA,NA,1.6,0,0
a1v2J0000027KC5QAM,White or Caucasian,,NA,Black or African American,NA,NA,8.9,2,0.6666666666666666
a1v2J0000027QMtQAM,Hispanic,,NA,Other,NA,NA,10.2,2,0.6666666666666666
a1v2J000002AC73QAG,White or Caucasian,,NA,Hispanic,NA,NA,26.4,2,0.6666666666666666
a1v2J000002AB2KQAW,White or Caucasian,,NA,White or Caucasian,NA,NA,0.3,3,1
a1v2J0000027CWuQAM,Asian,,NA,Black or African American,NA,NA,6.4,2,0.6666666666666666
a1v2J0000027KnLQAU,White or Caucasian,,NA,Black or African American,NA,NA,28.8,2,0.6666666666666666
a1v2J0000027PGkQAM,Black or African American,White or Caucasian,,Black or African American,NA,NA,3.4,1,0.3333333333333333
a1v2J0000027Lh0QAE,White or Caucasian,,NA,Black or African American,NA,NA,7.8,2,0.6666666666666666
a1v2J0000027CWpQAM,White or Caucasian,,NA,Black or African American,NA,NA,7.4,2,0.6666666666666666
a1v2J000002AC6lQAG,White or Caucasian,,NA,Black or African American,NA,NA,5.7,2,0.6666666666666666
a1v2J0000027QM0QAM,Asian,,NA,Black or African American,NA,NA,11.1,2,0.6666666666666666
a1v2J0000027PGjQAM,White or Caucasian,,NA,Black or African American,NA,NA,9.8,2,0.6666666666666666
a1v2J000002AAzaQAG,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,10.6,2,0.6666666666666666
a1v2J0000027OcqQAE,Asian,,NA,Black or African American,NA,NA,10.7,2,0.6666666666666666
a1v2J0000027KmwQAE,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,18,2,0.6666666666666666
a1v2J000002ABaWQAW,Other,,NA,Other,NA,NA,11.3,3,1
a1v2J0000027Od0QAE,White or Caucasian,,NA,Hispanic,NA,NA,35.4,2,0.6666666666666666
a1v2J000002AC5pQAG,White or Caucasian,,NA,Black or African American,NA,NA,10.6,2,0.6666666666666666
a1v2J0000027QvPQAU,White or Caucasian,,NA,Black or African American,NA,NA,4.3,2,0.6666666666666666
a1v2J000002AB2VQAW,White or Caucasian,,NA,Hispanic,NA,NA,15.4,2,0.6666666666666666
a1v2J0000027KCXQA2,Hispanic,,NA,Black or African American,NA,NA,6.6,2,0.6666666666666666
a1v2J0000027OaVQAU,Asian,,NA,American Indian or Alaska Native,NA,NA,11,2,0.6666666666666666
a1v2J000002AAsSQAW,White or Caucasian,,NA,Asian,NA,NA,29.7,2,0.6666666666666666
a1v2J000002AB16QAG,White or Caucasian,,NA,Black or African American,NA,NA,6.1,2,0.6666666666666666
a1v2J000002uhx5QAA,Other,,NA,White or Caucasian,NA,NA,20.4,2,0.6666666666666666
a1v2J0000027CWoQAM,Asian,,NA,Asian,NA,NA,7.2,3,1
a1v2J0000029SQWQA2,Hispanic,,NA,Hispanic,NA,NA,9.8,3,1
a1v2J0000027OaDQAU,Other,,NA,Black or African American,NA,NA,8.7,2,0.6666666666666666
a1v2J0000027PGSQA2,Asian,,NA,American Indian or Alaska Native,NA,NA,50.1,2,0.6666666666666666
a1v2J0000029SQYQA2,White or Caucasian,,NA,Black or African American,NA,NA,28.8,2,0.6666666666666666
a1v2J0000029SQtQAM,Hispanic,,NA,Asian,NA,NA,9.7,2,0.6666666666666666
a1v2J000002AB9LQAW,White or Caucasian,,NA,Black or African American,NA,NA,9.7,2,0.6666666666666666
a1v2J0000027KBlQAM,White or Caucasian,,NA,Black or African American,NA,NA,28.9,2,0.6666666666666666
a1v2J000002edj9QAA,White or Caucasian,,NA,Black or African American,NA,NA,26.3,2,0.6666666666666666
a1v2J0000027KC0QAM,Asian,,NA,Asian,NA,NA,7.7,3,1
a1v2J000002AC7aQAG,Asian,,NA,Asian,NA,NA,8.9,3,1
a1v2J0000027MFgQAM,White or Caucasian,,NA,Asian,NA,NA,18,2,0.6666666666666666
a1v2J0000027OcdQAE,Asian,,NA,Black or African American,NA,NA,15.8,2,0.6666666666666666
a1v2J0000027Kp0QAE,White or Caucasian,,NA,White or Caucasian,NA,NA,49.6,3,1
a1v2J000002AC7FQAW,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,17,2,0.6666666666666666
a1v2J0000027MFeQAM,White or Caucasian,,NA,Black or African American,NA,NA,16,2,0.6666666666666666
a1v2J0000027Po5QAE,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,8.3,2,0.6666666666666666
a1v2J0000027QMvQAM,White or Caucasian,,NA,Hispanic,NA,NA,2.5,2,0.6666666666666666
a1v2J0000027QvJQAU,Black or African American,,NA,American Indian or Alaska Native,NA,NA,7.5,2,0.6666666666666666
a1v2J0000027LgCQAU,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,11.4,2,0.6666666666666666
a1v2J000002AC7ZQAW,Other,,NA,American Indian or Alaska Native,NA,NA,0.5,2,0.6666666666666666
a1v2J0000027LR6QAM,Other,,NA,Asian,NA,NA,5.9,2,0.6666666666666666
a1v2J0000027QOrQAM,White or Caucasian,,NA,American Indian or Alaska Native,NA,NA,33.2,2,0.6666666666666666
a1v2J0000027KBWQA2,Black or African American,,NA,Black or African American,NA,NA,4,3,1
a1v2J0000027MwRQAU,White or Caucasian,,NA,Black or African American,NA,NA,17.7,2,0.6666666666666666
a1v2J0000029SQcQAM,White or Caucasian,,NA,Black or African American,NA,NA,19.8,2,0.6666666666666666
a1v2J0000039khjQAA,White or Caucasian,,NA,Black or African American,NA,NA,14.9,2,0.6666666666666666
